Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
RS-GCF-005117025.1-NZ-SWCO01000021.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Alteromonas_F_662371,Alteromonas_F_662371 macleodii,1.0
RS-GCF-005145025.1-NZ-CP039695.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Novosphingobium,Novosphingobium sp002855555,1.0
RS-GCF-005153485.1-NZ-CP039740.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Pseudolabrys_502538,Pseudolabrys sp001426945,1.0
RS-GCF-005154805.1-NZ-CP039727.1--6,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,DSM-18226_301387,Neobacillus,Neobacillus drentensis,1.0
RS-GCF-005217605.1-NZ-SZPX01000001.1,Bacteria,Campylobacterota_A,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas denitrificans,1.0
RS-GCF-005217815.1-NZ-SZPV01000083.1,Bacteria,Bacillota_I,Bacilli_A,Bacillales_A,Planococcaceae,Lysinibacillus_304693,Lysinibacillus fusiformis_D,1.0
RS-GCF-005221305.1-NZ-CP039887.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria_563205,Neisseria mucosa,1.0
RS-GCF-005222145.1-NZ-CP032340.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales_507929,Azospirillaceae_507917,Azospirillum,Azospirillum brasilense,1.0
RS-GCF-005222225.1-NZ-CP036536.1--7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Alteromonas_F_662371,Alteromonas_F_662371 sp000753865,1.0
RS-GCF-005222245.1-NZ-CP025987.1--3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641035,Marinomonadaceae,Marinomonas,Marinomonas polaris,1.0
RS-GCF-005223305.1-NZ-SWEJ01000001.1--4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647464 cremoricolorata_A,1.0
RS-GCF-005223305.1-NZ-SWEJ01000001.1--5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Unassigned,1.0
RS-GCF-005234075.1-NZ-CP039928.1--4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella denitrificans,1.0
RS-GCF-005280275.1-NZ-CP040021.1--5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Vibrionaceae,Salinivibrio,Unassigned,1.0
RS-GCF-005280295.1-NZ-CP040020.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium ihuae,1.0
RS-GCF-005347485.1-NZ-CP034121.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 sp001427145,1.0
RS-GCF-005388985.1-NZ-BFUA01000373.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_725029,Escherichia,Unassigned,1.0
RS-GCF-005405485.1-NZ-BJED01000043.1,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus_A avium,1.0
RS-GCF-005435135.1-NZ-SGUA01000030.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum tropicale,1.0
RS-GCF-005489985.1-NZ-CP040182.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_729055,Serratia_A_727656,Serratia_A_727656 fonticola_B,1.0
RS-GCF-005490785.1-NZ-CP027295.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium squillarum,1.0
RS-GCF-005502705.1-NZ-SCNM01000062.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Variovorax,Variovorax guangxiensis,1.0
RS-GCF-005508865.1-NZ-SCOM01000009.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_648040,Pseudomonas_E_648040 alcaligenes,1.0
RS-GCF-005518095.1-NZ-CP040259.1--4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,1.0
RS-GCF-005518285.1-NZ-SJDU01000479.1,Bacteria,Spirochaetota,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira aalborgi,1.0
RS-GCF-005576935.1-NZ-CP040374.1--5,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum_A_342131,1.0
RS-GCF-005670605.1-NZ-POTO01000010.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium neoaurum_A,1.0
RS-GCF-005671395.1-NZ-CP040428.1--5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_680892,Izhakiella,Izhakiella australiensis,1.0
RS-GCF-005696555.1-NZ-CP040005.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris_A,1.0
RS-GCF-005773885.1-NZ-VBXV01000002.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,1.0
RS-GCF-005780245.1-NZ-VBUK01000019.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Maribacter_A_823795,Maribacter_A_823795 thermophilus,1.0
RS-GCF-005795905.1-NZ-VAWE01000001.1,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp001011035,1.0
RS-GCF-005844005.1-NZ-CP040460.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Stutzerimonas_648792,Unassigned,1.0
RS-GCF-005844445.1-NZ-SPHE01000091.1,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,Blautia_A_141781,Blautia_A_141781 caecimuris,1.0
RS-GCF-005845175.1-NZ-SPFW01000075.1,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,Blautia_A_141781,Blautia_A_141781 obeum,1.0
RS-GCF-005845365.1-NZ-CP040509.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Rhodoluna,Rhodoluna limnophila,1.0
RS-GCF-005860795.2-NZ-CP058350.1--3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Allorhizobium_500053,Unassigned,1.0
RS-GCF-005862145.1-NZ-VCGV01000001.1,Bacteria,Bacillota_A_368345,Clostridia_258483,Oscillospirales,Ruminococcaceae,Hominimerdicola,Hominimerdicola aceti,1.0
RS-GCF-005869845.1-NZ-VAWF01000007.1,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Fodinibius,Fodinibius salipaludis,1.0
RS-GCF-005871085.1-NZ-VAUP01000023.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Xanthobacter_502409,Xanthobacter autotrophicus,1.0
RS-GCF-005876865.1-NZ-PPSV01000046.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas ruthenica,1.0
RS-GCF-005877035.1-NZ-CP040558.1--2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas arctica,1.0
RS-GCF-005877035.1-NZ-CP040558.1--4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Unassigned,1.0
RS-GCF-005877055.1-NZ-CP039424.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Citricoccus_384863,Citricoccus sp000224415,1.0
RS-GCF-005886095.1-NZ-PNED01000106.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea_D,1.0
RS-GCF-005886145.1-NZ-CP040504.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria_563205,Neisseria elongata,1.0
RS-GCF-005886575.1-NZ-PNEI01000064.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea_D,1.0
RS-GCF-005886645.1-NZ-PNDY01000023.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas translucida,1.0
RS-GCF-005887275.1-NZ-PNCM01000048.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas phenolica,1.0
RS-GCF-005938045.2-NZ-VCCF02000001.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647464 pisciculturae,1.0
RS-GCF-005960665.1-NZ-CP040676.1--3,Bacteria,Bacillota_I,Bacilli_A,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A aurantiacum_A_361684,1.0
RS-GCF-006064855.1-NZ-CP040753.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter_E_490551,Sulfitobacter_E_490551 sp000156335,1.0
RS-GCF-006125015.1-NZ-SZZN01000001.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius_489642,Roseovarius litorisediminis,1.0
RS-GCF-006148955.1-NZ-VAWC01000014.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641035,Nitrincolaceae,Neptunomonas,Neptunomonas marina,1.0
RS-GCF-006152115.1-NZ-VDFU01000066.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium mesophilum,1.0
RS-GCF-006152145.1-NZ-VDFV01000097.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium mesophilum,1.0
RS-GCF-006159205.1-NZ-CP040812.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Gillisia,Antarcticibacterium flavum,1.0
RS-GCF-006228115.1-NZ-VDGL01000012.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641030,Halomonadaceae_641030,Vreelandella_640984,Vreelandella piezotolerans,1.0
RS-GCF-006228385.1-NZ-CP039852.1--4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Alteromonas_F_662371,Alteromonas_F_662371 sp000753865,1.0
RS-GCF-006335025.1-NZ-VDMQ01000022.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium epidermidis,1.0
RS-GCF-006345815.1-NZ-VCIG01000017.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Brucella_498865,Brucella melitensis,1.0
RS-GCF-006364615.1-NZ-CP040986.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylopumilus_A_558053,Methylopumilus_A_558053 planktonicus,1.0
RS-GCF-006365375.1-NZ-PRFG01000001.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,1.0
RS-GCF-006384975.1-NZ-CP021645.1--4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_B_650453,Pseudomonas_B_650453 oryzihabitans_E,1.0
RS-GCF-006385255.1-NZ-VFJE01000041.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium lindanitolerans,1.0
RS-GCF-006385285.1-NZ-VFLU01000020.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_725029,Atlantibacter,Kosakonia cowanii,1.0
RS-GCF-006385735.2-NZ-CP043902.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella oneidensis,1.0
RS-GCF-006386585.1-NZ-VAHJ01000012.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudomonas_S,Pseudomonas_S boreopolis,1.0
RS-GCF-006439235.1-NZ-SDPC01000009.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Pasteurellaceae,Aggregatibacter_736122,Haemophilus_D_736121 seminalis,1.0
RS-GCF-006439275.1-NZ-SDPH01000038.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Pasteurellaceae,Aggregatibacter_736122,Haemophilus_D_736121 seminalis,1.0
RS-GCF-006439315.1-NZ-SDPB01000025.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Pasteurellaceae,Aggregatibacter_736122,Haemophilus_D_736121 seminalis,1.0
RS-GCF-006439375.1-NZ-VFTH01000011.1--2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Mesorhizobium_I,Unassigned,1.0
RS-GCF-006440775.1-NZ-VFTZ01000029.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Mesorhizobium_I,Unassigned,1.0
RS-GCF-006443685.1-NZ-VFYP01000012.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Allorhizobium_500023,Rhizobium_C_500024 rosettiformans,1.0
RS-GCF-006483425.1-NZ-PPPR01000337.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Ancalomicrobiaceae,Prosthecomicrobium_A,Unassigned,1.0
RS-GCF-006496635.1-NZ-CP022958.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus_F_597129,Azoarcus_F_597129 olearius,1.0
RS-GCF-006517255.1-NZ-CP041185.1--8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Janthinobacterium_571526,Janthinobacterium lividum,1.0
RS-GCF-006517275.1-NZ-CP041191.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Stappiaceae,Roseibium_497070,Roseibium alexandrii,1.0
RS-GCF-006538305.1-NZ-BJKJ01000052.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Alteromonas_F_662371,Alteromonas_F_662371 macleodii,1.0
RS-GCF-006538325.1-NZ-BJKK01000039.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Alteromonas_F_662371,Alteromonas_F_662371 confluentis,1.0
RS-GCF-006538605.1-NZ-BJLJ01000040.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Acinetobacter,Acinetobacter pittii,1.0
RS-GCF-006539145.1-NZ-BJML01000022.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Unassigned,1.0
RS-GCF-006539945.1-NZ-BJNZ01000055.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulosimicrobium,Cellulosimicrobium composti,1.0
RS-GCF-006546735.2-NZ-VICD02000142.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_H,Lysobacter_H penaei,1.0
RS-GCF-006547025.1-NZ-CP041236.1--3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647464 veronii,1.0
RS-GCF-006547065.1-NZ-CP041243.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas lenta,1.0
RS-GCF-006658535.1-NZ-VFVB01000007.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Mesorhizobium_I,Mesorhizobium_I ciceri,1.0
RS-GCF-006704145.1-NZ-VIGJ01000001.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea_G,1.0
RS-GCF-006714895.1-NZ-VFME01000001.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Gramella,Gramella portivictoriae,1.0
RS-GCF-006715225.1-NZ-VFMU01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Unassigned,Unassigned,1.0
RS-GCF-006715355.1-NZ-VFNA01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Agromyces,Agromyces sp001421565,1.0
RS-GCF-006715515.1-NZ-VFNJ01000002.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Unassigned,1.0
RS-GCF-006715565.1-NZ-VFNL01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 sp003931875,1.0
RS-GCF-006715675.1-NZ-VFNS01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 saccharophilum,1.0
RS-GCF-006716085.1-NZ-VFON01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter aridicollis,1.0
RS-GCF-006716815.1-NZ-VFPS01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 lacticum,1.0
RS-GCF-006740685.1-NZ-CP035425.1,Archaea,Thermoproteota,Nitrososphaeria_A,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus_5141,Nitrosopumilus sp000746765,1.0
RS-GCF-006742205.1-NZ-AP019721.1--6,Bacteria,Bacillota_I,Bacilli_A,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,1.0
RS-GCF-006783905.1-NZ-VFPE01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 luteum,1.0
RS-GCF-006788875.1-NZ-VFRB01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_382104,Microbacterium_A_382104 humi,1.0
RS-GCF-006874625.1-NZ-CP030034.1,Bacteria,Bdellovibrionota_473306,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus_E,1.0
RS-GCF-006964045.1-NZ-SDXQ01000016.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_E_385446,Arthrobacter ureafaciens,1.0
RS-GCF-007000315.1-NZ-SCFJ01000049.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Rhizobium_C_501058,Rhizobium_C_501058 tumorigenes,1.0
RS-GCF-007004135.1-NZ-VJMG01000084.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Neorhizobium_500066,Neorhizobium straminoryzae,1.0
RS-GCF-007018905.1-NZ-CP041402.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Tardiphaga,Tardiphaga robiniae,1.0
RS-GCF-007049955.1-NZ-SCGA01000133.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_648040,Pseudomonas_E_648040 chengduensis_A,1.0
RS-GCF-007097155.1-NZ-VJWA01000001.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Chioneia,Chioneia frigida,1.0
RS-GCF-007097525.1-NZ-VKDD01000008.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Thalassotalea_A,Thalassotalea_A sp000764205,1.0
RS-GCF-007097545.1-NZ-VJZF01000001.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Trinickia_580260,Trinickia caryophylli,1.0
RS-GCF-007183175.1-NZ-AP019807.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650612,Cellvibrionaceae,Microbulbifer,Microbulbifer epialgicus,1.0
RS-GCF-007183175.1-NZ-AP019807.1--2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650612,Cellvibrionaceae,Microbulbifer,Microbulbifer epialgicus,1.0
RS-GCF-007197555.1-NZ-CP041614.1--6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella psychrophila,1.0
RS-GCF-007197555.1-NZ-CP041614.1--9,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella psychrophila,1.0
RS-GCF-007273535.1-NZ-RIBP01000004.1--2,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,DSM-18226_301387,Niallia_300228,Niallia taxi,1.0
RS-GCF-007289895.1-NZ-CP041660.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Catenovulum,Catenovulum agarivorans_A_661316,1.0
RS-GCF-007361795.1-NZ-CP041668.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_D,Legionella_D israelensis,1.0
RS-GCF-007362635.1-NZ-CP041691.1--2,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306089,Bacillaceae_H_294103,Bacillus_P_294101,Unassigned,1.0
RS-GCF-007489265.1-NZ-VLNS01000033.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Gordonia_B_376796,Gordonia_B_376796 namibiensis,1.0
RS-GCF-007558825.1-NZ-VLTK01000035.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Brevibacteriaceae,Brevibacterium,Unassigned,1.0
RS-GCF-007633355.1-NZ-CP041933.1--3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647464 juntendi,1.0
RS-GCF-007665635.1-NZ-VDNQ01000010.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_B_650453,Pseudomonas_B_650453 oryzihabitans_E,1.0
RS-GCF-007666205.1-NZ-VDOR01000028.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Kocuria,Kocuria palustris,1.0
RS-GCF-007667915.1-NZ-VDRZ01000022.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus,1.0
RS-GCF-007671675.1-NZ-VCGW01000011.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_637066,Oleiphilaceae_637066,Marinobacter_A_637054,Marinobacter_A_637054 maritimus,1.0
RS-GCF-007677875.1-NZ-VEDO01000040.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Pseudorhodoferax,Pseudorhodoferax sp001422445,1.0
RS-GCF-007679045.1-NZ-VEFS01000010.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Unassigned,1.0
RS-GCF-007713465.1-NZ-VMSG01000045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Unassigned,1.0
RS-GCF-007744075.1-NZ-CP036266.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia chilikensis,1.0
RS-GCF-007746295.1-NZ-CP036341.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris,1.0
RS-GCF-007747215.1-NZ-CP036273.1,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Unassigned,1.0
RS-GCF-007748135.1-NZ-CP036347.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia chilikensis,1.0
RS-GCF-007748155.1-NZ-CP037421.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia chilikensis,1.0
RS-GCF-007754155.1-NZ-CP037423.1--3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria maiorica,1.0
RS-GCF-007754425.1-NZ-CP037452.1,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris,1.0
RS-GCF-007827265.1-NZ-VISC01000003.1--6,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Vibrionaceae,Vibrio_A_675473,Vibrio_A_675473 parahaemolyticus,1.0
RS-GCF-007827275.1-NZ-VISE01000001.1--2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Gillisia,Gillisia marina,1.0
RS-GCF-007827365.1-NZ-VISI01000002.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Olleya,Olleya marilimosa,1.0
RS-GCF-007827465.1-NZ-VISL01000001.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,1.0
RS-GCF-007827465.1-NZ-VISL01000001.1--4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,1.0
RS-GCF-007828185.1-NZ-VIUD01000001.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 lacticum,1.0
RS-GCF-007828355.1-NZ-VIUO01000019.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Herbaspirillum,Herbaspirillum chlorophenolicum,1.0
RS-GCF-007828725.1-NZ-VIUW01000003.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Kribbia,Kribbia dieselivorans,1.0
